age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,success,yes,a_6m
32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,success,yes,a_6m
73,retired,married,primary,no,1388,no,no,telephone,11,jan,767,success,yes,a_6m
33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,success,yes,a_6m
56,management,married,tertiary,no,616,no,no,cellular,30,apr,225,success,yes,a_6m
37,management,married,tertiary,no,165,no,no,cellular,24,aug,315,other,no,a_6m
52,technician,married,secondary,no,0,yes,no,cellular,1,jun,144,failure,no,a_6m
33,student,single,unknown,no,5969,no,no,cellular,30,apr,110,failure,no,a_6m
53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,success,yes,a_6m
34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,success,yes,a_6m
54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,success,yes,a_6m
47,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,success,yes,a_6m
34,housemaid,married,tertiary,no,0,no,no,cellular,18,aug,148,failure,yes,a_6m
43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,success,yes,a_6m
30,management,single,tertiary,no,5359,no,no,cellular,19,aug,145,success,yes,a_6m
67,retired,married,primary,no,942,no,no,cellular,6,nov,455,other,yes,a_6m
53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,other,yes,a_6m
57,management,divorced,tertiary,no,3287,no,no,cellular,22,jun,867,success,yes,a_6m
33,management,single,tertiary,no,718,yes,no,cellular,29,jun,271,success,yes,a_6m
51,management,married,tertiary,no,0,yes,yes,cellular,19,aug,263,other,no,a_6m
37,management,married,tertiary,no,332,yes,no,cellular,14,aug,190,failure,no,a_6m
37,management,married,tertiary,no,57,no,no,cellular,30,apr,96,success,no,a_6m
34,admin.,married,secondary,no,0,yes,no,cellular,10,feb,97,failure,yes,a_6m
33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,failure,yes,a_6m
29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,success,yes,a_6m
42,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,841,failure,yes,a_6m
30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,success,yes,a_6m
32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,other,yes,a_6m
36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,success,yes,a_6m
32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,success,yes,a_6m
43,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,failure,yes,a_6m
34,admin.,married,secondary,no,1406,yes,no,cellular,20,aug,63,success,yes,a_6m
43,technician,divorced,unknown,no,4389,no,no,telephone,2,jul,632,success,yes,a_6m
40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,177,failure,no,a_6m
36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,success,yes,a_6m
47,unknown,married,unknown,no,677,no,no,cellular,30,apr,900,failure,yes,a_6m
38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,success,yes,a_6m
54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,success,yes,a_6m
32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,success,yes,a_6m
35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,success,yes,a_6m
25,student,single,secondary,no,469,no,no,cellular,21,aug,273,other,yes,a_6m
80,retired,married,primary,no,997,no,no,cellular,29,oct,746,other,yes,a_6m
29,technician,single,tertiary,no,2489,yes,no,cellular,3,mar,355,failure,yes,a_6m
34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,success,yes,a_6m
31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,success,yes,a_6m
49,blue-collar,married,secondary,no,298,yes,no,cellular,30,apr,264,failure,no,a_6m
25,admin.,single,secondary,no,483,no,yes,cellular,30,apr,68,success,no,a_6m
47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,failure,yes,a_6m
36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,success,yes,a_6m
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,other,yes,a_6m
58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,success,yes,a_6m
54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,other,yes,a_6m
35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,failure,yes,a_6m
33,management,married,tertiary,no,55,no,no,cellular,30,apr,526,failure,yes,a_6m
47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,success,yes,a_6m
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,failure,yes,a_6m
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,failure,yes,a_6m
28,management,single,secondary,no,171,no,no,cellular,5,jun,324,success,yes,a_6m
27,technician,single,tertiary,no,11862,no,no,cellular,20,aug,217,failure,yes,a_6m
66,management,married,unknown,no,2149,yes,no,cellular,25,feb,98,failure,yes,a_6m
42,management,married,tertiary,no,144,no,no,cellular,4,mar,148,failure,yes,a_6m
37,management,married,tertiary,no,2987,yes,no,cellular,13,may,216,success,yes,a_6m
37,technician,single,tertiary,no,197,no,no,cellular,13,may,234,success,yes,a_6m
58,admin.,married,secondary,no,169,no,no,cellular,13,may,336,success,yes,a_6m
29,management,single,tertiary,no,502,no,no,cellular,8,jul,968,failure,yes,a_6m
35,blue-collar,single,unknown,no,484,no,no,cellular,8,jul,344,failure,yes,a_6m
32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,other,yes,a_6m
27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,success,yes,a_6m
46,self-employed,single,secondary,no,526,no,no,cellular,30,apr,523,other,yes,a_6m
58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,failure,yes,a_6m
67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,success,yes,a_6m
37,management,married,tertiary,no,630,no,no,cellular,30,apr,315,success,yes,a_6m
31,management,single,tertiary,no,12857,yes,no,telephone,4,may,483,success,yes,a_6m
35,management,married,tertiary,no,495,no,no,cellular,30,apr,266,failure,yes,a_6m
47,admin.,married,secondary,no,368,no,no,cellular,21,may,403,success,yes,a_6m
60,management,married,secondary,no,0,no,no,cellular,20,may,321,failure,no,a_6m
53,retired,married,secondary,no,4968,no,no,cellular,6,may,109,failure,no,a_6m
31,management,single,tertiary,no,0,yes,no,cellular,30,apr,97,other,no,a_6m
76,retired,married,secondary,no,2302,no,no,telephone,5,feb,110,failure,no,a_6m
37,technician,single,tertiary,no,6101,no,no,cellular,4,may,60,success,no,a_6m
31,admin.,single,secondary,no,690,no,no,cellular,4,may,10,failure,no,a_6m
33,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,126,success,yes,a_6m
28,management,single,secondary,no,703,yes,no,cellular,15,may,485,other,yes,a_6m
43,admin.,single,secondary,no,733,yes,no,cellular,21,aug,126,success,yes,a_6m
51,technician,married,secondary,no,117,no,no,cellular,24,aug,467,other,yes,a_6m
70,retired,married,tertiary,no,44,no,no,cellular,18,sep,1104,other,yes,a_6m
35,management,single,tertiary,no,1228,no,no,cellular,9,nov,696,failure,yes,a_6m
43,management,married,tertiary,no,3186,no,no,cellular,16,nov,380,failure,yes,a_6m
36,management,married,tertiary,no,203,no,no,cellular,25,jan,255,success,yes,a_6m
29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,268,success,yes,a_6m
35,management,married,tertiary,no,62,no,no,cellular,7,may,226,success,yes,a_6m
53,management,married,tertiary,no,3634,no,no,cellular,7,may,211,success,yes,a_6m
46,management,married,tertiary,no,349,no,no,cellular,14,may,466,success,yes,a_6m
39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,success,yes,a_6m
41,technician,single,tertiary,no,431,no,no,cellular,23,jul,196,failure,yes,a_6m
31,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,other,yes,a_6m
29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,failure,yes,a_6m
28,student,single,secondary,no,1925,no,no,cellular,25,may,252,failure,yes,a_6m
54,blue-collar,married,primary,no,258,no,no,telephone,25,may,86,failure,no,a_6m
60,retired,married,secondary,no,2060,no,no,cellular,26,mar,454,other,no,a_6m
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,success,yes,a_6m
25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,failure,yes,a_6m
59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,success,yes,a_6m
28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,525,failure,yes,a_6m
59,unemployed,married,secondary,no,957,no,no,cellular,8,mar,301,success,yes,a_6m
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,may,361,success,yes,a_6m
29,student,single,unknown,no,2929,no,no,cellular,5,may,232,other,yes,a_6m
64,retired,married,secondary,no,1612,no,no,cellular,18,may,336,failure,yes,a_6m
21,student,single,secondary,no,215,no,no,cellular,24,may,382,success,yes,a_6m
40,technician,married,secondary,no,2266,no,no,cellular,26,may,175,other,yes,a_6m
35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,success,yes,a_6m
27,admin.,single,secondary,no,4590,yes,no,cellular,10,nov,131,failure,yes,a_6m
42,management,married,tertiary,no,27696,no,no,cellular,12,may,176,success,yes,a_6m
32,management,married,tertiary,no,141,yes,no,cellular,4,may,78,success,no,a_6m
50,housemaid,married,secondary,no,388,no,no,cellular,8,jun,152,success,no,a_6m
43,technician,married,secondary,no,4056,no,no,cellular,4,may,13,failure,no,a_6m
27,management,single,secondary,no,145,yes,no,cellular,5,may,121,failure,no,a_6m
78,retired,married,primary,no,680,no,no,telephone,24,may,838,failure,no,a_6m
31,management,married,tertiary,no,1331,no,no,cellular,3,feb,182,success,yes,a_6m
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,success,yes,a_6m
59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,success,yes,a_6m
55,admin.,married,secondary,no,602,no,no,cellular,1,jun,324,success,yes,a_6m
47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,success,yes,a_6m
37,admin.,single,tertiary,no,1000,yes,no,cellular,15,jun,322,success,yes,a_6m
42,services,single,tertiary,no,94,yes,no,cellular,11,aug,176,failure,yes,a_6m
42,management,married,primary,no,5310,yes,no,cellular,20,aug,273,success,yes,a_6m
24,student,single,secondary,no,125,no,no,cellular,9,nov,263,failure,yes,a_6m
62,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,183,other,yes,a_6m
76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,success,yes,a_6m
57,retired,married,primary,no,9367,no,no,cellular,11,feb,981,success,yes,a_6m
69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,success,yes,a_6m
35,technician,married,secondary,no,294,yes,no,cellular,9,mar,301,success,yes,a_6m
36,services,married,secondary,no,4721,no,no,cellular,9,mar,288,success,yes,a_6m
35,technician,single,secondary,no,1227,no,no,cellular,18,mar,593,other,yes,a_6m
60,admin.,married,secondary,no,3735,no,no,cellular,22,mar,248,success,yes,a_6m
30,self-employed,single,tertiary,no,916,no,no,cellular,29,mar,92,success,yes,a_6m
45,admin.,married,secondary,no,205,no,no,cellular,4,may,552,success,yes,a_6m
41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,258,success,yes,a_6m
37,technician,married,tertiary,no,88,no,no,cellular,6,may,195,other,yes,a_6m
35,management,married,tertiary,no,8000,no,no,cellular,13,may,331,success,yes,a_6m
53,technician,married,secondary,no,195,yes,no,cellular,19,may,472,success,yes,a_6m
66,management,married,unknown,no,2149,yes,no,cellular,26,may,135,success,yes,a_6m
32,management,married,tertiary,no,6138,no,no,cellular,29,jul,519,failure,yes,a_6m
37,management,married,tertiary,no,203,no,no,cellular,21,oct,759,success,yes,a_6m
59,management,married,tertiary,no,2239,no,no,cellular,20,aug,377,success,yes,a_6m
69,retired,married,secondary,no,0,no,no,cellular,27,jul,666,success,yes,a_6m
36,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,success,yes,a_6m
46,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,other,yes,a_6m
31,management,single,tertiary,no,533,no,no,telephone,12,may,372,success,yes,a_6m
78,retired,divorced,primary,no,55,no,no,telephone,5,nov,143,other,no,a_6m
33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,failure,yes,a_6m
33,management,single,tertiary,no,5437,no,no,cellular,4,may,267,failure,yes,a_6m
22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,success,yes,a_6m
60,admin.,married,secondary,no,106,no,no,cellular,21,aug,216,success,yes,a_6m
32,management,single,tertiary,no,935,no,no,cellular,9,nov,165,success,yes,a_6m
60,self-employed,married,tertiary,no,10861,no,no,cellular,9,nov,98,failure,yes,a_6m
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,success,yes,a_6m
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,nov,172,success,yes,a_6m
21,student,single,secondary,no,123,no,no,telephone,11,nov,513,success,yes,a_6m
52,management,married,tertiary,no,583,no,no,cellular,17,nov,209,failure,yes,a_6m
55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,success,yes,a_6m
72,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,success,yes,a_6m
25,technician,single,secondary,no,139,no,yes,cellular,11,jan,202,success,yes,a_6m
28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,failure,yes,a_6m
59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,success,yes,a_6m
64,retired,married,secondary,no,588,no,no,cellular,18,jan,366,failure,yes,a_6m
47,blue-collar,married,secondary,no,820,no,no,cellular,18,jan,262,success,yes,a_6m
80,retired,married,primary,no,997,no,no,cellular,28,jan,151,success,yes,a_6m
66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,success,yes,a_6m
54,unknown,married,secondary,no,2206,no,no,cellular,11,feb,449,success,yes,a_6m
27,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,success,yes,a_6m
37,management,married,tertiary,no,2987,yes,no,cellular,15,feb,93,failure,yes,a_6m
37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,success,yes,a_6m
58,admin.,married,secondary,no,169,no,no,cellular,15,feb,216,success,yes,a_6m
23,student,single,secondary,no,1234,no,no,cellular,15,feb,379,success,yes,a_6m
27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,success,yes,a_6m
40,unemployed,single,secondary,no,334,no,no,cellular,5,mar,219,other,yes,a_6m
53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,success,yes,a_6m
54,unknown,married,secondary,no,2206,no,no,cellular,13,may,260,success,yes,a_6m
47,blue-collar,married,secondary,no,1568,yes,no,cellular,21,may,226,success,yes,a_6m
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,jun,154,success,yes,a_6m
43,services,married,secondary,no,774,no,no,cellular,24,jun,482,success,yes,a_6m
41,admin.,married,secondary,no,3126,yes,no,cellular,29,jun,222,failure,yes,a_6m
23,services,single,secondary,no,488,no,no,cellular,29,jun,205,success,yes,a_6m
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,jul,195,success,yes,a_6m
36,management,single,unknown,no,62,no,no,cellular,13,jul,311,success,yes,a_6m
30,management,single,tertiary,no,232,no,no,cellular,15,jul,219,success,yes,a_6m
61,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,success,yes,a_6m
56,management,divorced,tertiary,no,2037,no,no,cellular,5,aug,318,failure,yes,a_6m
42,management,married,tertiary,no,27696,no,no,cellular,11,aug,370,success,yes,a_6m
55,unknown,married,secondary,no,2206,no,no,cellular,12,aug,265,success,yes,a_6m
80,retired,married,secondary,no,8304,no,no,telephone,8,sep,606,success,yes,a_6m
28,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,success,yes,a_6m
49,technician,married,tertiary,no,1071,no,no,cellular,16,sep,225,success,yes,a_6m
58,management,divorced,unknown,no,2986,no,no,cellular,16,sep,414,other,yes,a_6m
49,management,married,tertiary,no,1167,yes,yes,cellular,24,sep,249,success,yes,a_6m
32,technician,single,unknown,no,491,no,no,cellular,8,oct,251,success,yes,a_6m
54,management,divorced,tertiary,no,5475,no,no,cellular,21,oct,1032,success,yes,a_6m
34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,success,yes,a_6m
47,admin.,married,secondary,no,1210,no,no,cellular,26,oct,604,failure,yes,a_6m
46,technician,married,unknown,no,3308,no,no,cellular,27,oct,171,success,yes,a_6m
24,student,single,secondary,no,822,no,no,cellular,27,oct,184,failure,yes,a_6m
44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,success,yes,a_6m
29,admin.,single,secondary,no,464,no,no,cellular,9,nov,208,success,yes,a_6m
57,management,married,secondary,no,2155,no,yes,cellular,10,nov,144,failure,yes,a_6m
55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,success,yes,a_6m
26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,success,yes,a_6m
33,admin.,single,tertiary,no,146,no,no,cellular,22,oct,380,success,yes,a_6m
33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,success,yes,a_6m
77,retired,married,primary,no,29340,no,no,cellular,15,mar,257,other,yes,a_6m
31,management,single,tertiary,no,533,no,no,cellular,11,feb,144,success,yes,a_6m
64,management,married,tertiary,no,3951,no,no,cellular,28,jan,134,success,yes,a_6m
77,retired,married,primary,no,3324,no,no,cellular,13,may,289,success,yes,a_6m
49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,243,success,yes,a_6m
30,management,single,tertiary,no,536,no,no,cellular,14,jan,362,success,yes,a_6m
59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,243,success,yes,a_6m
68,retired,divorced,primary,no,2027,no,no,cellular,14,sep,404,success,yes,a_6m
57,management,married,tertiary,no,256,no,no,cellular,5,jun,304,success,yes,a_6m
40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,392,success,yes,a_6m
61,self-employed,married,tertiary,no,10861,no,no,cellular,25,oct,225,success,yes,a_6m
25,blue-collar,single,secondary,no,1857,yes,no,cellular,12,oct,187,success,yes,a_6m
72,retired,married,primary,no,4657,no,no,telephone,23,mar,255,success,yes,a_6m
61,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,89,success,yes,a_6m
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,success,yes,a_6m
67,retired,married,primary,no,1430,no,no,cellular,11,jan,499,failure,yes,a_6m
24,student,single,unknown,no,782,no,no,cellular,4,may,12,other,no,a_6m
28,student,single,tertiary,no,3733,yes,no,cellular,21,aug,419,success,no,a_6m
63,technician,married,secondary,no,896,yes,no,cellular,28,jan,115,other,no,a_6m
36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,237,failure,no,a_6m
36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,failure,no,a_6m
20,student,single,primary,no,0,no,no,cellular,1,feb,143,failure,no,a_6m
56,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160,success,no,a_6m
29,blue-collar,married,secondary,no,3310,no,no,cellular,1,sep,367,failure,no,a_6m
36,admin.,single,secondary,no,115,no,no,cellular,4,may,134,failure,no,a_6m
31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,158,success,yes,a_6m
36,management,married,tertiary,no,255,no,no,cellular,22,may,970,other,yes,a_6m
42,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,success,yes,a_6m
26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,other,yes,a_6m
40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,success,yes,a_6m
57,management,divorced,unknown,no,854,no,no,cellular,27,aug,700,failure,yes,a_6m
50,admin.,married,tertiary,no,6574,no,no,cellular,8,sep,495,success,yes,a_6m
47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,failure,yes,a_6m
83,retired,married,primary,no,425,no,no,telephone,22,sep,773,success,yes,a_6m
24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147,other,yes,a_6m
33,management,married,tertiary,no,22867,yes,no,cellular,10,nov,266,failure,yes,a_6m
33,services,married,secondary,no,386,no,no,cellular,12,nov,253,failure,yes,a_6m
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,other,yes,a_6m
32,management,married,tertiary,no,1331,no,no,cellular,12,nov,126,failure,yes,a_6m
27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,failure,yes,a_6m
76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,success,yes,a_6m
44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,success,yes,a_6m
67,retired,married,secondary,no,1146,no,no,cellular,13,nov,259,failure,yes,a_6m
36,technician,single,secondary,no,376,no,no,cellular,13,nov,193,success,yes,a_6m
56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,success,yes,a_6m
24,student,single,secondary,no,382,no,no,cellular,13,nov,256,failure,yes,a_6m
21,student,single,secondary,no,2488,no,no,telephone,12,jan,661,success,yes,a_6m
81,retired,married,primary,no,243,no,no,cellular,27,jan,340,success,yes,a_6m
42,unknown,single,unknown,no,942,no,no,cellular,27,jan,245,success,yes,a_6m
52,services,married,secondary,no,992,yes,no,cellular,27,jan,342,success,yes,a_6m
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,success,yes,a_6m
61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,success,yes,a_6m
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,508,failure,yes,a_6m
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,success,yes,a_6m
33,student,married,secondary,no,1536,no,no,cellular,9,feb,359,success,yes,a_6m
24,student,single,tertiary,no,235,no,no,cellular,9,feb,98,success,yes,a_6m
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,success,yes,a_6m
53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,164,success,yes,a_6m
34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,243,success,yes,a_6m
52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,153,success,yes,a_6m
61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,success,yes,a_6m
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,406,success,yes,a_6m
58,management,married,secondary,no,2155,no,yes,cellular,10,feb,135,success,yes,a_6m
35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,success,yes,a_6m
29,management,single,tertiary,no,1026,no,no,cellular,12,feb,138,success,yes,a_6m
20,student,single,secondary,no,215,no,no,cellular,24,feb,175,success,yes,a_6m
23,services,single,secondary,no,488,no,no,cellular,30,mar,236,other,yes,a_6m
77,retired,married,tertiary,no,7802,no,no,telephone,4,may,421,success,yes,a_6m
57,retired,married,primary,no,9367,no,no,cellular,14,may,700,success,yes,a_6m
49,admin.,single,tertiary,no,228,yes,no,cellular,2,jun,407,success,yes,a_6m
28,management,single,tertiary,no,187,no,no,cellular,9,jun,206,success,yes,a_6m
31,management,single,tertiary,no,147,no,no,cellular,9,jun,163,success,yes,a_6m
68,retired,divorced,primary,no,2027,no,no,cellular,15,jun,619,success,yes,a_6m
25,blue-collar,single,secondary,no,303,no,no,cellular,18,jun,252,success,yes,a_6m
57,retired,married,secondary,no,3738,yes,no,cellular,20,jul,178,failure,yes,a_6m
24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,355,success,yes,a_6m
64,retired,married,primary,no,12067,no,no,telephone,30,jul,367,success,yes,a_6m
45,admin.,married,secondary,no,205,no,no,cellular,4,aug,180,success,yes,a_6m
35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,462,success,yes,a_6m
29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,success,yes,a_6m
41,technician,single,tertiary,no,1646,yes,no,cellular,5,aug,172,success,yes,a_6m
37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,success,yes,a_6m
52,self-employed,married,tertiary,no,4012,no,no,cellular,31,aug,634,other,yes,a_6m
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,success,yes,a_6m
55,admin.,married,secondary,no,8304,no,no,cellular,1,sep,193,success,yes,a_6m
33,admin.,single,tertiary,no,272,yes,no,cellular,1,sep,293,success,yes,a_6m
38,admin.,married,secondary,no,0,yes,no,cellular,8,sep,210,success,yes,a_6m
84,retired,married,tertiary,no,4761,no,no,telephone,9,sep,1405,failure,yes,a_6m
31,management,married,tertiary,no,877,no,no,cellular,9,sep,209,success,yes,a_6m
64,retired,married,primary,no,48,no,no,cellular,9,sep,167,success,yes,a_6m
59,management,married,tertiary,no,5397,no,no,cellular,23,sep,244,success,yes,a_6m
61,retired,married,secondary,no,11,no,no,cellular,29,sep,232,success,yes,a_6m
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,oct,190,success,yes,a_6m
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,oct,194,success,yes,a_6m
42,unemployed,married,secondary,no,1289,no,no,cellular,15,oct,1176,success,yes,a_6m
42,management,married,unknown,no,1519,no,no,cellular,19,oct,230,success,yes,a_6m
38,management,married,tertiary,no,536,yes,no,cellular,22,oct,234,success,yes,a_6m
47,admin.,single,secondary,no,1693,yes,no,cellular,22,oct,608,other,yes,a_6m
70,retired,married,secondary,no,0,no,no,cellular,27,oct,258,success,yes,a_6m
52,technician,married,tertiary,no,0,no,no,cellular,9,nov,467,failure,yes,a_6m
62,blue-collar,married,secondary,no,272,no,no,cellular,11,nov,289,success,yes,a_6m
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,nov,413,success,yes,a_6m
60,services,married,tertiary,no,4256,yes,no,cellular,16,nov,200,success,yes,a_6m
34,management,married,tertiary,no,3301,yes,no,cellular,17,sep,164,success,yes,a_6m
60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,533,success,yes,a_6m
37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,success,yes,a_6m
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,failure,yes,a_6m
67,retired,married,unknown,no,2540,no,no,telephone,14,sep,279,success,yes,a_6m
48,management,single,tertiary,no,334,yes,no,cellular,28,sep,600,success,yes,a_6m
25,student,single,secondary,no,125,no,no,cellular,9,feb,215,success,yes,a_6m
58,admin.,married,secondary,no,169,no,no,cellular,13,aug,880,success,yes,a_6m
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,nov,241,success,yes,a_6m
30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,failure,yes,a_6m
33,management,single,tertiary,no,224,no,no,cellular,23,sep,409,success,yes,a_6m
30,housemaid,single,tertiary,no,19,no,no,cellular,4,aug,139,success,yes,a_6m
49,blue-collar,married,secondary,no,1730,yes,no,cellular,4,aug,605,success,yes,a_6m
36,services,married,secondary,no,4721,no,no,cellular,9,jun,150,success,yes,a_6m
34,admin.,married,tertiary,no,79,yes,no,cellular,5,aug,203,success,yes,a_6m
51,management,married,tertiary,no,346,no,no,cellular,12,feb,122,success,yes,a_6m
34,management,married,tertiary,no,158,no,no,cellular,9,jun,190,success,yes,a_6m
33,management,single,tertiary,no,935,no,no,cellular,9,feb,385,success,yes,a_6m
29,management,single,tertiary,no,92,no,no,cellular,2,jun,101,success,no,a_6m
35,technician,married,secondary,no,15474,no,no,cellular,21,nov,89,other,no,a_6m
68,retired,married,tertiary,no,2820,no,no,cellular,5,mar,158,success,no,a_6m
34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,269,failure,no,a_6m
55,unemployed,married,primary,no,1212,no,no,cellular,31,aug,241,failure,no,a_6m
29,technician,single,secondary,no,5763,no,yes,cellular,5,jun,271,success,no,a_6m
